State,Year,Period,Labor_Force_Participation_Ratio,Employment_Participation_Ratio,Labor_Force,Employment,Unemployment,Unemployment_rate,Latitude,Longitude
Arizona,2008,Jan,63.2,60.5,3048650,2918156,130494,4.3,34.048928,-111.093731
Arizona,2008,Feb,63.2,60.4,3055250,2919912,135338,4.4,34.048928,-111.093731
Arizona,2008,Mar,63.3,60.4,3062260,2920981,141279,4.6,34.048928,-111.093731
Arizona,2008,Apr,63.3,60.3,3070618,2921370,149248,4.9,34.048928,-111.093731
Arizona,2008,May,63.4,60.1,3080677,2921270,159407,5.2,34.048928,-111.093731
Arizona,2008,Jun,63.5,60,3092028,2921092,170936,5.5,34.048928,-111.093731
Arizona,2008,Jul,63.7,59.9,3103708,2920905,182803,5.9,34.048928,-111.093731
Arizona,2008,Aug,63.8,59.8,3114501,2920241,194260,6.2,34.048928,-111.093731
Arizona,2008,Sep,63.9,59.7,3123387,2917994,205393,6.6,34.048928,-111.093731
Arizona,2008,Oct,63.9,59.5,3129730,2912892,216838,6.9,34.048928,-111.093731
Arizona,2008,Nov,63.9,59.2,3133420,2904315,229105,7.3,34.048928,-111.093731
Arizona,2008,Dec,63.9,58.9,3135110,2892889,242221,7.7,34.048928,-111.093731
Arizona,2009,Jan,63.8,58.6,3135245,2879700,255545,8.2,34.048928,-111.093731
Arizona,2009,Feb,63.7,58.2,3134718,2866239,268479,8.6,34.048928,-111.093731
Arizona,2009,Mar,63.6,57.9,3134761,2854602,280159,8.9,34.048928,-111.093731
Arizona,2009,Apr,63.5,57.7,3135697,2845709,289988,9.2,34.048928,-111.093731
Arizona,2009,May,63.5,57.4,3136601,2838286,298315,9.5,34.048928,-111.093731
Arizona,2009,Jun,63.4,57.2,3136757,2831102,305655,9.7,34.048928,-111.093731
Arizona,2009,Jul,63.3,57,3135266,2823229,312037,10,34.048928,-111.093731
Arizona,2009,Aug,63.1,56.7,3131513,2814158,317355,10.1,34.048928,-111.093731
Arizona,2009,Sep,62.9,56.5,3126346,2804614,321732,10.3,34.048928,-111.093731
Arizona,2009,Oct,62.7,56.2,3120895,2795851,325044,10.4,34.048928,-111.093731
Arizona,2009,Nov,62.6,56,3116842,2789383,327459,10.5,34.048928,-111.093731
Arizona,2009,Dec,62.5,55.9,3115241,2785895,329346,10.6,34.048928,-111.093731
Arizona,2010,Jan,62.4,55.8,3115797,2785351,330446,10.6,34.048928,-111.093731
Arizona,2010,Feb,62.3,55.7,3116749,2786396,330353,10.6,34.048928,-111.093731
Arizona,2010,Mar,62.3,55.7,3116147,2787165,328982,10.6,34.048928,-111.093731
Arizona,2010,Apr,64.3,57.6,3113354,2786810,326544,10.5,34.048928,-111.093731
Arizona,2010,May,64.2,57.5,3108504,2785501,323003,10.4,34.048928,-111.093731
Arizona,2010,Jun,64,57.4,3102036,2782917,319119,10.3,34.048928,-111.093731
Arizona,2010,Jul,63.7,57.2,3094880,2779038,315842,10.2,34.048928,-111.093731
Arizona,2010,Aug,63.5,57.1,3088178,2774664,313514,10.2,34.048928,-111.093731
Arizona,2010,Sep,63.3,56.9,3082127,2770279,311848,10.1,34.048928,-111.093731
Arizona,2010,Oct,63.1,56.7,3076852,2766599,310253,10.1,34.048928,-111.093731
Arizona,2010,Nov,62.9,56.6,3072209,2763909,308300,10,34.048928,-111.093731
Arizona,2010,Dec,62.8,56.5,3067605,2762374,305231,10,34.048928,-111.093731
Arizona,2011,Jan,62.6,56.4,3063471,2761928,301543,9.8,34.048928,-111.093731
Arizona,2011,Feb,62.5,56.4,3060176,2761805,298371,9.8,34.048928,-111.093731
Arizona,2011,Mar,62.3,56.3,3057262,2761339,295923,9.7,34.048928,-111.093731
Arizona,2011,Apr,62.2,56.2,3054212,2760059,294153,9.6,34.048928,-111.093731
Arizona,2011,May,62.1,56.1,3051429,2758301,293128,9.6,34.048928,-111.093731
Arizona,2011,Jun,62,56,3049264,2757097,292167,9.6,34.048928,-111.093731
Arizona,2011,Jul,61.9,56,3047928,2757526,290402,9.5,34.048928,-111.093731
Arizona,2011,Aug,61.8,55.9,3047345,2759876,287469,9.4,34.048928,-111.093731
Arizona,2011,Sep,61.7,55.9,3047212,2763942,283270,9.3,34.048928,-111.093731
Arizona,2011,Oct,61.6,55.9,3047502,2769137,278365,9.1,34.048928,-111.093731
Arizona,2011,Nov,61.5,56,3047623,2774329,273294,9,34.048928,-111.093731
Arizona,2011,Dec,61.4,56,3047727,2778825,268902,8.8,34.048928,-111.093731
Arizona,2012,Jan,61.3,56,3048161,2782738,265423,8.7,34.048928,-111.093731
Arizona,2012,Feb,61.3,56,3048882,2786310,262572,8.6,34.048928,-111.093731
Arizona,2012,Mar,61.2,56,3050044,2789251,260793,8.6,34.048928,-111.093731
Arizona,2012,Apr,61.2,56,3051345,2791656,259689,8.5,34.048928,-111.093731
Arizona,2012,May,61.1,55.9,3052719,2794227,258492,8.5,34.048928,-111.093731
Arizona,2012,Jun,61,55.9,3054066,2797416,256650,8.4,34.048928,-111.093731
Arizona,2012,Jul,61,55.9,3055366,2801303,254063,8.3,34.048928,-111.093731
Arizona,2012,Aug,60.9,55.9,3056822,2805561,251261,8.2,34.048928,-111.093731
Arizona,2012,Sep,60.9,55.9,3058702,2809750,248952,8.1,34.048928,-111.093731
Arizona,2012,Oct,60.8,55.9,3060209,2812844,247365,8.1,34.048928,-111.093731
Arizona,2012,Nov,60.8,55.9,3060910,2814217,246693,8.1,34.048928,-111.093731
Arizona,2012,Dec,60.7,55.8,3060362,2813704,246658,8.1,34.048928,-111.093731
Arizona,2018,Jan,60.7,57.8,3273165,3113945,159220,4.9,34.048928,-111.093731
Arizona,2018,Feb,60.8,57.9,3282873,3124522,158351,4.8,34.048928,-111.093731
Arizona,2018,Mar,60.9,58,3293381,3136405,156976,4.8,34.048928,-111.093731
Arizona,2018,Apr,61,58.2,3303276,3147822,155454,4.7,34.048928,-111.093731
Arizona,2018,May,61.1,58.3,3312067,3157523,154544,4.7,34.048928,-111.093731
Arizona,2018,Jun,61.2,58.3,3320195,3165561,154634,4.7,34.048928,-111.093731
Arizona,2018,Jul,61.2,58.4,3328193,3172389,155804,4.7,34.048928,-111.093731
Arizona,2018,Aug,61.3,58.4,3337305,3178981,158324,4.7,34.048928,-111.093731
Arizona,2018,Sep,61.4,58.4,3347937,3186038,161899,4.8,34.048928,-111.093731
Arizona,2018,Oct,61.5,58.4,3359392,3193729,165663,4.9,34.048928,-111.093731
Arizona,2018,Nov,61.6,58.5,3370604,3201936,168668,5,34.048928,-111.093731
Arizona,2018,Dec,61.7,58.6,3380640,3210355,170285,5,34.048928,-111.093731
Arizona,2019,Jan,61.8,58.7,3390870,3220811,170059,5,34.048928,-111.093731
Arizona,2019,Feb,61.8,58.7,3397877,3228962,168915,5,34.048928,-111.093731
Arizona,2019,Mar,61.8,58.8,3404339,3237157,167182,4.9,34.048928,-111.093731
Arizona,2019,Apr,61.9,58.9,3411223,3245868,165355,4.8,34.048928,-111.093731
Arizona,2019,May,61.9,58.9,3418736,3254850,163886,4.8,34.048928,-111.093731
Arizona,2019,Jun,62,59,3427031,3263795,163236,4.8,34.048928,-111.093731
Arizona,2019,Jul,62,59.1,3435830,3272476,163354,4.8,34.048928,-111.093731
Arizona,2019,Aug,62.1,59.1,3444567,3280945,163622,4.8,34.048928,-111.093731
Arizona,2019,Sep,62.1,59.2,3453362,3290234,163128,4.7,34.048928,-111.093731
Arizona,2019,Oct,62.1,59.2,3462437,3299741,162696,4.7,34.048928,-111.093731
Arizona,2019,Nov,62.2,59.3,3471324,3308310,163014,4.7,34.048928,-111.093731
Arizona,2019,Dec,62.2,59.3,3477687,3313477,164210,4.7,34.048928,-111.093731
Arizona,2020,Jan,62.1,59.2,3479581,3313642,165939,4.8,34.048928,-111.093731
Arizona,2020,Feb,62,59,3477193,3308796,168397,4.8,34.048928,-111.093731
Arizona,2020,Mar,61.8,58.8,3472944,3301603,171341,4.9,34.048928,-111.093731
Arizona,2020,Apr,60.3,51.9,3394365,2925371,468994,13.8,34.048928,-111.093731
Arizona,2020,May,61.1,54.2,3445038,3059875,385163,11.2,34.048928,-111.093731
Arizona,2020,Jun,61,55,3445292,3109016,336276,9.8,34.048928,-111.093731
Arizona,2020,Jul,61.2,55.7,3466596,3156444,310152,8.9,34.048928,-111.093731
Arizona,2020,Aug,61.2,56.3,3471188,3195579,275609,7.9,34.048928,-111.093731
Arizona,2020,Sep,61.5,56.8,3491099,3228216,262883,7.5,34.048928,-111.093731
Arizona,2020,Oct,61.4,57.1,3495594,3250774,244820,7,34.048928,-111.093731
Arizona,2020,Nov,61.5,57.3,3501876,3265961,235915,6.7,34.048928,-111.093731
Arizona,2020,Dec,61.5,57.4,3506937,3276178,230759,6.6,34.048928,-111.093731
Arizona,2021,Jan,61.4,57.5,3508607,3284981,223626,6.4,34.048928,-111.093731
Arizona,2021,Feb,61.4,57.6,3513594,3294632,218962,6.2,34.048928,-111.093731
Arizona,2021,Mar,61.5,57.7,3518399,3306268,212131,6,34.048928,-111.093731
Arizona,2021,Apr,61.5,57.9,3524019,3318992,205027,5.8,34.048928,-111.093731
Arizona,2021,May,61.4,58,3527159,3331776,195383,5.5,34.048928,-111.093731
Arizona,2021,Jun,61.4,58.1,3529388,3343352,186036,5.3,34.048928,-111.093731
Arizona,2021,Jul,61.3,58.2,3528648,3353894,174754,5,34.048928,-111.093731
Arizona,2021,Aug,61.1,58.3,3527366,3364299,163067,4.6,34.048928,-111.093731
Arizona,2021,Sep,61,58.4,3527075,3375162,151913,4.3,34.048928,-111.093731
Arizona,2021,Oct,61,58.5,3530341,3387183,143158,4.1,34.048928,-111.093731
Arizona,2021,Nov,61,58.7,3536652,3399921,136731,3.9,34.048928,-111.093731
Arizona,2021,Dec,61.1,58.8,3545492,3412956,132536,3.7,34.048928,-111.093731
Arizona,2022,Jan,61.2,58.9,3556168,3425680,130488,3.7,34.048928,-111.093731
Arizona,2022,Feb,61.3,59.1,3566817,3437439,129378,3.6,34.048928,-111.093731
Arizona,2022,Mar,61.4,59.2,3576644,3447325,129319,3.6,34.048928,-111.093731
Arizona,2022,Apr,61.4,59.2,3585474,3455295,130179,3.6,34.048928,-111.093731
Arizona,2022,May,61.5,59.2,3593324,3461500,131824,3.7,34.048928,-111.093731
Arizona,2022,Jun,61.5,59.2,3600257,3465760,134497,3.7,34.048928,-111.093731
Arizona,2022,Jul,61.5,59.1,3606184,3468147,138037,3.8,34.048928,-111.093731
Arizona,2022,Aug,61.5,59.1,3611461,3469970,141491,3.9,34.048928,-111.093731
Arizona,2022,Sep,61.5,59.1,3616099,3472652,143447,4,34.048928,-111.093731
Arizona,2022,Oct,61.5,59.1,3620857,3477186,143671,4,34.048928,-111.093731
Arizona,2022,Nov,61.5,59.1,3626279,3484169,142110,3.9,34.048928,-111.093731
Arizona,2022,Dec,61.6,59.2,3632936,3493714,139222,3.8,34.048928,-111.093731
Arkansas,2006,Jan,63,59.8,1342700,1273915,68785,5.1,35.20105,-91.831833
Arkansas,2006,Feb,63,59.8,1343722,1274911,68811,5.1,35.20105,-91.831833
Arkansas,2006,Mar,63,59.8,1345046,1275609,69437,5.2,35.20105,-91.831833
Arkansas,2006,Apr,63,59.7,1346255,1275834,70421,5.2,35.20105,-91.831833
Arkansas,2006,May,62.9,59.6,1346847,1275583,71264,5.3,35.20105,-91.831833
Arkansas,2006,Jun,62.9,59.5,1346705,1274991,71714,5.3,35.20105,-91.831833
Arkansas,2006,Jul,62.8,59.4,1346289,1274581,71708,5.3,35.20105,-91.831833
Arkansas,2006,Aug,62.7,59.4,1346217,1274701,71516,5.3,35.20105,-91.831833
Arkansas,2006,Sep,62.7,59.4,1346678,1275263,71415,5.3,35.20105,-91.831833
Arkansas,2006,Oct,62.7,59.3,1347720,1276360,71360,5.3,35.20105,-91.831833
Arkansas,2006,Nov,62.7,59.4,1349135,1277814,71321,5.3,35.20105,-91.831833
Arkansas,2006,Dec,62.7,59.4,1350471,1279168,71303,5.3,35.20105,-91.831833
Arkansas,2007,Jan,62.7,59.4,1351331,1279989,71342,5.3,35.20105,-91.831833
Arkansas,2007,Feb,62.6,59.3,1351478,1279970,71508,5.3,35.20105,-91.831833
Arkansas,2007,Mar,62.6,59.2,1350887,1279107,71780,5.3,35.20105,-91.831833
Arkansas,2007,Apr,62.5,59.1,1349996,1277800,72196,5.3,35.20105,-91.831833
Arkansas,2007,May,62.4,59,1349262,1276423,72839,5.4,35.20105,-91.831833
Arkansas,2007,Jun,62.3,58.9,1348840,1275317,73523,5.5,35.20105,-91.831833
Arkansas,2007,Jul,62.2,58.8,1348878,1274796,74082,5.5,35.20105,-91.831833
Arkansas,2007,Aug,62.2,58.8,1349562,1275104,74458,5.5,35.20105,-91.831833
Arkansas,2007,Sep,62.2,58.8,1350759,1276385,74374,5.5,35.20105,-91.831833
Arkansas,2007,Oct,62.2,58.8,1352032,1278323,73709,5.5,35.20105,-91.831833
Arkansas,2007,Nov,62.2,58.9,1352941,1280515,72426,5.4,35.20105,-91.831833
Arkansas,2007,Dec,62.2,58.9,1353447,1282727,70720,5.2,35.20105,-91.831833
Arkansas,2008,Jan,62.2,59,1353678,1284620,69058,5.1,35.20105,-91.831833
Arkansas,2008,Feb,62.1,59,1353823,1286093,67730,5,35.20105,-91.831833
Arkansas,2008,Mar,62.1,59,1354111,1287098,67013,4.9,35.20105,-91.831833
Arkansas,2008,Apr,62.1,59,1354740,1287626,67114,5,35.20105,-91.831833
Arkansas,2008,May,62.1,59,1355970,1287961,68009,5,35.20105,-91.831833
Arkansas,2008,Jun,62.1,58.9,1357843,1288251,69592,5.1,35.20105,-91.831833
Arkansas,2008,Jul,62.2,58.9,1359733,1288132,71601,5.3,35.20105,-91.831833
Arkansas,2008,Aug,62.2,58.8,1360944,1287008,73936,5.4,35.20105,-91.831833
Arkansas,2008,Sep,62.2,58.6,1361416,1284515,76901,5.6,35.20105,-91.831833
Arkansas,2008,Oct,62.1,58.4,1361363,1280596,80767,5.9,35.20105,-91.831833
Arkansas,2008,Nov,62,58.2,1361045,1275604,85441,6.3,35.20105,-91.831833
Arkansas,2008,Dec,62,57.9,1360662,1270115,90547,6.7,35.20105,-91.831833
Arkansas,2009,Jan,61.9,57.6,1360180,1264593,95587,7,35.20105,-91.831833
Arkansas,2009,Feb,61.9,57.3,1359814,1259658,100156,7.4,35.20105,-91.831833
Arkansas,2009,Mar,61.8,57.1,1359655,1255912,103743,7.6,35.20105,-91.831833
Arkansas,2009,Apr,61.8,57,1359293,1253369,105924,7.8,35.20105,-91.831833
Arkansas,2009,May,61.7,56.9,1358162,1251338,106824,7.9,35.20105,-91.831833
Arkansas,2009,Jun,61.6,56.7,1356219,1249384,106835,7.9,35.20105,-91.831833
Arkansas,2009,Jul,61.4,56.6,1353772,1247347,106425,7.9,35.20105,-91.831833
Arkansas,2009,Aug,61.3,56.5,1351081,1245167,105914,7.8,35.20105,-91.831833
Arkansas,2009,Sep,61.1,56.3,1348368,1242864,105504,7.8,35.20105,-91.831833
Arkansas,2009,Oct,60.9,56.1,1345775,1240400,105375,7.8,35.20105,-91.831833
Arkansas,2009,Nov,60.8,56,1343857,1238191,105666,7.9,35.20105,-91.831833
Arkansas,2009,Dec,60.7,55.9,1343147,1236853,106294,7.9,35.20105,-91.831833
Arkansas,2010,Jan,60.7,55.9,1343957,1237151,106806,7.9,35.20105,-91.831833
Arkansas,2010,Feb,60.8,55.9,1345947,1239114,106833,7.9,35.20105,-91.831833
Arkansas,2010,Mar,60.9,56.1,1348707,1242264,106443,7.9,35.20105,-91.831833
Arkansas,2010,Apr,60.6,55.8,1351964,1246062,105902,7.8,35.20105,-91.831833
Arkansas,2010,May,60.7,56,1355055,1249752,105303,7.8,35.20105,-91.831833
Arkansas,2010,Jun,60.7,56,1357180,1252284,104896,7.7,35.20105,-91.831833
Arkansas,2010,Jul,60.7,56,1358003,1253026,104977,7.7,35.20105,-91.831833
Arkansas,2010,Aug,60.6,55.9,1357870,1252260,105610,7.8,35.20105,-91.831833
Arkansas,2010,Sep,60.6,55.8,1357262,1250630,106632,7.9,35.20105,-91.831833
Arkansas,2010,Oct,60.5,55.7,1356803,1249134,107669,7.9,35.20105,-91.831833
Arkansas,2010,Nov,60.5,55.6,1356630,1248235,108395,8,35.20105,-91.831833
Arkansas,2010,Dec,60.4,55.6,1356570,1247898,108672,8,35.20105,-91.831833
Arkansas,2011,Jan,60.4,55.5,1356376,1247709,108667,8,35.20105,-91.831833
Arkansas,2011,Feb,60.3,55.5,1355709,1247149,108560,8,35.20105,-91.831833
Arkansas,2011,Mar,60.2,55.4,1354508,1246167,108341,8,35.20105,-91.831833
Arkansas,2011,Apr,60.1,55.3,1353056,1244909,108147,8,35.20105,-91.831833
Arkansas,2011,May,60,55.2,1352224,1244047,108177,8,35.20105,-91.831833
Arkansas,2011,Jun,60,55.2,1352740,1244430,108310,8,35.20105,-91.831833
Arkansas,2011,Jul,60.1,55.3,1354815,1246487,108328,8,35.20105,-91.831833
Arkansas,2011,Aug,60.2,55.4,1357919,1249882,108037,8,35.20105,-91.831833
Arkansas,2011,Sep,60.3,55.5,1361072,1253820,107252,7.9,35.20105,-91.831833
Arkansas,2011,Oct,60.4,55.7,1363485,1257461,106024,7.8,35.20105,-91.831833
Arkansas,2011,Nov,60.4,55.8,1364537,1260075,104462,7.7,35.20105,-91.831833
Arkansas,2011,Dec,60.3,55.8,1364056,1261291,102765,7.5,35.20105,-91.831833
Arkansas,2012,Jan,60.2,55.8,1362428,1261262,101166,7.4,35.20105,-91.831833
Arkansas,2012,Feb,60.1,55.7,1360339,1260404,99935,7.3,35.20105,-91.831833
Arkansas,2012,Mar,60,55.6,1358109,1258810,99299,7.3,35.20105,-91.831833
Arkansas,2012,Apr,59.9,55.5,1355831,1256764,99067,7.3,35.20105,-91.831833
Arkansas,2012,May,59.8,55.4,1353594,1254657,98937,7.3,35.20105,-91.831833
Arkansas,2012,Jun,59.6,55.3,1351226,1252563,98663,7.3,35.20105,-91.831833
Arkansas,2012,Jul,59.5,55.2,1348643,1250599,98044,7.3,35.20105,-91.831833
Arkansas,2012,Aug,59.3,55.1,1346157,1248907,97250,7.2,35.20105,-91.831833
Arkansas,2012,Sep,59.2,55,1344172,1247567,96605,7.2,35.20105,-91.831833
Arkansas,2012,Oct,59.1,54.9,1342472,1246289,96183,7.2,35.20105,-91.831833
Arkansas,2012,Nov,59,54.8,1340897,1244873,96024,7.2,35.20105,-91.831833
Arkansas,2012,Dec,58.9,54.7,1339452,1243386,96066,7.2,35.20105,-91.831833
Arkansas,2018,Jan,57.9,55.7,1341321,1290307,51014,3.8,35.20105,-91.831833
Arkansas,2018,Feb,57.9,55.7,1341576,1290847,50729,3.8,35.20105,-91.831833
Arkansas,2018,Mar,57.9,55.7,1342246,1292063,50183,3.7,35.20105,-91.831833
Arkansas,2018,Apr,57.9,55.8,1342648,1293298,49350,3.7,35.20105,-91.831833
Arkansas,2018,May,57.9,55.8,1342443,1293980,48463,3.6,35.20105,-91.831833
Arkansas,2018,Jun,57.8,55.8,1341964,1294216,47748,3.6,35.20105,-91.831833
Arkansas,2018,Jul,57.8,55.8,1341657,1294291,47366,3.5,35.20105,-91.831833
Arkansas,2018,Aug,57.8,55.7,1342124,1294614,47510,3.5,35.20105,-91.831833
Arkansas,2018,Sep,57.8,55.8,1343667,1295453,48214,3.6,35.20105,-91.831833
Arkansas,2018,Oct,57.9,55.8,1346113,1296935,49178,3.7,35.20105,-91.831833
Arkansas,2018,Nov,58,55.9,1348986,1299048,49938,3.7,35.20105,-91.831833
Arkansas,2018,Dec,58.1,56,1351662,1301513,50149,3.7,35.20105,-91.831833
Arkansas,2019,Jan,58.1,56,1351856,1302243,49613,3.7,35.20105,-91.831833
Arkansas,2019,Feb,58.1,56,1352406,1303829,48577,3.6,35.20105,-91.831833
Arkansas,2019,Mar,58.1,56.1,1351984,1304607,47377,3.5,35.20105,-91.831833
Arkansas,2019,Apr,58,56.1,1351099,1304750,46349,3.4,35.20105,-91.831833
Arkansas,2019,May,58,56,1350303,1304554,45749,3.4,35.20105,-91.831833
Arkansas,2019,Jun,58,56,1350112,1304386,45726,3.4,35.20105,-91.831833
Arkansas,2019,Jul,58,56,1350860,1304620,46240,3.4,35.20105,-91.831833
Arkansas,2019,Aug,58,56,1352470,1305498,46972,3.5,35.20105,-91.831833
Arkansas,2019,Sep,58.1,56,1354525,1307116,47409,3.5,35.20105,-91.831833
Arkansas,2019,Oct,58.1,56.1,1356307,1308734,47573,3.5,35.20105,-91.831833
Arkansas,2019,Nov,58.1,56.1,1357085,1309471,47614,3.5,35.20105,-91.831833
Arkansas,2019,Dec,58,56,1356276,1308620,47656,3.5,35.20105,-91.831833
Arkansas,2020,Jan,57.9,55.9,1354117,1306318,47799,3.5,35.20105,-91.831833
Arkansas,2020,Feb,57.8,55.7,1351360,1303151,48209,3.6,35.20105,-91.831833
Arkansas,2020,Mar,58.5,55.6,1367324,1300670,66654,4.9,35.20105,-91.831833
Arkansas,2020,Apr,57.7,51.9,1346246,1210134,136112,10.1,35.20105,-91.831833
Arkansas,2020,May,57.4,52.3,1341100,1221968,119132,8.9,35.20105,-91.831833
Arkansas,2020,Jun,57.2,52.7,1335555,1230257,105298,7.9,35.20105,-91.831833
Arkansas,2020,Jul,57.2,53.1,1338346,1240515,97831,7.3,35.20105,-91.831833
Arkansas,2020,Aug,57,53.4,1333623,1248566,85057,6.4,35.20105,-91.831833
Arkansas,2020,Sep,57,53.6,1334808,1255208,79600,6,35.20105,-91.831833
Arkansas,2020,Oct,56.8,53.7,1330629,1258455,72174,5.4,35.20105,-91.831833
Arkansas,2020,Nov,56.7,53.8,1329076,1260206,68870,5.2,35.20105,-91.831833
Arkansas,2020,Dec,56.6,53.8,1327940,1260968,66972,5,35.20105,-91.831833
Arkansas,2021,Jan,56.5,53.8,1326579,1261768,64811,4.9,35.20105,-91.831833
Arkansas,2021,Feb,56.5,53.8,1326632,1263051,63581,4.8,35.20105,-91.831833
Arkansas,2021,Mar,56.6,53.9,1327830,1265691,62139,4.7,35.20105,-91.831833
Arkansas,2021,Apr,56.6,54,1328860,1268521,60339,4.5,35.20105,-91.831833
Arkansas,2021,May,56.5,54.1,1329205,1271347,57858,4.4,35.20105,-91.831833
Arkansas,2021,Jun,56.5,54.1,1329495,1273862,55633,4.2,35.20105,-91.831833
Arkansas,2021,Jul,56.4,54.2,1328697,1276218,52479,3.9,35.20105,-91.831833
Arkansas,2021,Aug,56.4,54.3,1328807,1279213,49594,3.7,35.20105,-91.831833
Arkansas,2021,Sep,56.4,54.4,1330075,1283155,46920,3.5,35.20105,-91.831833
Arkansas,2021,Oct,56.5,54.6,1333684,1288557,45127,3.4,35.20105,-91.831833
Arkansas,2021,Nov,56.7,54.8,1338243,1294396,43847,3.3,35.20105,-91.831833
Arkansas,2021,Dec,56.9,55.1,1343569,1300368,43201,3.2,35.20105,-91.831833
Arkansas,2022,Jan,57.1,55.3,1348893,1305716,43177,3.2,35.20105,-91.831833
Arkansas,2022,Feb,57.3,55.4,1353405,1310396,43009,3.2,35.20105,-91.831833
Arkansas,2022,Mar,57.4,55.6,1356569,1313735,42834,3.2,35.20105,-91.831833
Arkansas,2022,Apr,57.4,55.6,1358826,1316036,42790,3.1,35.20105,-91.831833
Arkansas,2022,May,57.4,55.6,1359939,1317063,42876,3.2,35.20105,-91.831833
Arkansas,2022,Jun,57.4,55.6,1360423,1317249,43174,3.2,35.20105,-91.831833
Arkansas,2022,Jul,57.4,55.5,1360690,1316951,43739,3.2,35.20105,-91.831833
Arkansas,2022,Aug,57.3,55.5,1361050,1316651,44399,3.3,35.20105,-91.831833
Arkansas,2022,Sep,57.3,55.4,1361485,1316833,44652,3.3,35.20105,-91.831833
Arkansas,2022,Oct,57.3,55.4,1362235,1317791,44444,3.3,35.20105,-91.831833
Arkansas,2022,Nov,57.3,55.4,1363384,1319775,43609,3.2,35.20105,-91.831833
Arkansas,2022,Dec,57.3,55.5,1364965,1322660,42305,3.1,35.20105,-91.831833
California,2006,Jan,65.3,62,17582550,16698861,883689,5,36.778261,-119.417932
California,2006,Feb,65.3,62,17587038,16714377,872661,5,36.778261,-119.417932
California,2006,Mar,65.3,62.1,17596774,16730993,865781,4.9,36.778261,-119.417932
California,2006,Apr,65.3,62.1,17609415,16745349,864066,4.9,36.778261,-119.417932
California,2006,May,65.3,62.1,17622725,16757871,864854,4.9,36.778261,-119.417932
California,2006,Jun,65.3,62.1,17635569,16770248,865321,4.9,36.778261,-119.417932
California,2006,Jul,65.4,62.2,17650474,16786840,863634,4.9,36.778261,-119.417932
California,2006,Aug,65.4,62.2,17671419,16810113,861306,4.9,36.778261,-119.417932
California,2006,Sep,65.4,62.2,17699166,16838653,860513,4.9,36.778261,-119.417932
California,2006,Oct,65.5,62.3,17731148,16870354,860794,4.9,36.778261,-119.417932
California,2006,Nov,65.5,62.4,17763499,16900814,862685,4.9,36.778261,-119.417932
California,2006,Dec,65.6,62.4,17791249,16924622,866627,4.9,36.778261,-119.417932
California,2007,Jan,65.6,62.4,17811829,16938382,873447,4.9,36.778261,-119.417932
California,2007,Feb,65.6,62.4,17826788,16943822,882966,5,36.778261,-119.417932
California,2007,Mar,65.6,62.3,17837732,16944145,893587,5,36.778261,-119.417932
California,2007,Apr,65.6,62.3,17848998,16944007,904991,5.1,36.778261,-119.417932
California,2007,May,65.6,62.2,17864179,16945471,918708,5.1,36.778261,-119.417932
California,2007,Jun,65.6,62.2,17884308,16949426,934882,5.2,36.778261,-119.417932
California,2007,Jul,65.7,62.2,17909056,16955401,953655,5.3,36.778261,-119.417932
California,2007,Aug,65.7,62.1,17937431,16962173,975258,5.4,36.778261,-119.417932
California,2007,Sep,65.7,62.1,17966927,16969958,996969,5.5,36.778261,-119.417932
California,2007,Oct,65.7,62,17993950,16976329,1017621,5.7,36.778261,-119.417932
California,2007,Nov,65.8,62,18015561,16980264,1035297,5.7,36.778261,-119.417932
California,2007,Dec,65.8,61.9,18032573,16982149,1050424,5.8,36.778261,-119.417932
California,2008,Jan,65.7,61.8,18047064,16979728,1067336,5.9,36.778261,-119.417932
California,2008,Feb,65.7,61.8,18061461,16972015,1089446,6,36.778261,-119.417932
California,2008,Mar,65.7,61.7,18079489,16958869,1120620,6.2,36.778261,-119.417932
California,2008,Apr,65.8,61.5,18102490,16940096,1162394,6.4,36.778261,-119.417932
California,2008,May,65.8,61.4,18131133,16917726,1213407,6.7,36.778261,-119.417932
California,2008,Jun,65.8,61.2,18164654,16894388,1270266,7,36.778261,-119.417932
California,2008,Jul,65.9,61.1,18198631,16869967,1328664,7.3,36.778261,-119.417932
